request_id,user_id,task_id,session_id,task_type,model_version,prompt_template_id,treatment_arm,response_tokens,latency_ms,action_type,outcome_quality_score,created_at
task_79_req_2,user_3,task_79,session_79,summarisation,gpt-x.y,triage_v1,explanation,57,631,escalate,0.469,2025-02-05T01:06:00
task_80_req_0,user_20,task_80,session_80,drafting,gpt-x.y,triage_v1,explanation,68,701,escalate,0.753,2025-02-04T00:10:00
task_80_req_1,user_45,task_80,session_80,drafting,gpt-x.y,triage_v1,control,168,523,escalate,0.753,2025-02-04T00:24:00
task_80_req_2,user_14,task_80,session_80,summarisation,gpt-x.y,triage_v1,explanation,131,1442,edit,0.753,2025-02-04T00:35:00
task_81_req_0,user_33,task_81,session_81,triage,gpt-x.y,triage_v1,control,118,853,edit,0.818,2025-01-26T00:15:00
task_81_req_1,user_29,task_81,session_81,drafting,gpt-x.y,triage_v1,control,148,488,accept,0.818,2025-01-26T00:17:00
task_82_req_0,user_11,task_82,session_82,triage,gpt-x.y,triage_v1,explanation,177,1383,ignore,0.929,2025-01-27T00:07:00
task_82_req_1,user_33,task_82,session_82,triage,gpt-x.y,triage_v1,explanation,73,1221,ignore,0.929,2025-01-27T00:23:00
task_83_req_0,user_23,task_83,session_83,summarisation,gpt-x.y,triage_v1,control,170,303,ignore,0.518,2025-01-30T00:16:00
task_83_req_1,user_19,task_83,session_83,drafting,gpt-x.y,triage_v1,control,143,420,escalate,0.518,2025-01-30T00:21:00
task_84_req_0,user_37,task_84,session_84,drafting,gpt-x.y,triage_v1,control,179,942,ignore,0.620,2025-01-24T00:03:00
task_85_req_0,user_40,task_85,session_85,drafting,gpt-x.y,triage_v1,control,136,463,accept,0.854,2025-02-05T00:13:00
task_85_req_1,user_36,task_85,session_85,summarisation,gpt-x.y,triage_v1,explanation,152,495,edit,0.854,2025-02-05T00:33:00
task_85_req_2,user_33,task_85,session_85,summarisation,gpt-x.y,triage_v1,control,135,292,accept,0.854,2025-02-05T00:38:00
task_86_req_0,user_33,task_86,session_86,drafting,gpt-x.y,triage_v1,control,126,871,ignore,0.482,2025-02-03T00:06:00
task_86_req_1,user_38,task_86,session_86,summarisation,gpt-x.y,triage_v1,explanation,126,1238,escalate,0.482,2025-02-03T00:29:00
task_86_req_2,user_31,task_86,session_86,triage,gpt-x.y,triage_v1,control,156,954,ignore,0.482,2025-02-03T00:51:00
task_86_req_3,user_38,task_86,session_86,drafting,gpt-x.y,triage_v1,explanation,117,1488,accept,0.482,2025-02-03T01:11:00
task_87_req_0,user_38,task_87,session_87,summarisation,gpt-x.y,triage_v1,explanation,112,549,escalate,0.797,2025-02-07T00:05:00
task_87_req_1,user_3,task_87,session_87,drafting,gpt-x.y,triage_v1,control,157,590,accept,0.797,2025-02-07T00:20:00
task_88_req_0,user_50,task_88,session_88,triage,gpt-x.y,triage_v1,explanation,193,327,edit,0.626,2025-02-14T00:17:00
task_88_req_1,user_21,task_88,session_88,triage,gpt-x.y,triage_v1,explanation,167,1276,escalate,0.626,2025-02-14T00:28:00
task_89_req_0,user_47,task_89,session_89,triage,gpt-x.y,triage_v1,explanation,121,1449,escalate,0.772,2025-02-04T00:07:00
task_89_req_1,user_36,task_89,session_89,drafting,gpt-x.y,triage_v1,explanation,103,660,ignore,0.772,2025-02-04T00:32:00
task_89_req_2,user_45,task_89,session_89,summarisation,gpt-x.y,triage_v1,explanation,120,849,escalate,0.772,2025-02-04T00:44:00
task_90_req_0,user_26,task_90,session_90,drafting,gpt-x.y,triage_v1,explanation,70,499,ignore,0.893,2025-02-06T00:02:00
task_90_req_1,user_23,task_90,session_90,triage,gpt-x.y,triage_v1,explanation,187,725,escalate,0.893,2025-02-06T00:09:00
task_90_req_2,user_18,task_90,session_90,summarisation,gpt-x.y,triage_v1,explanation,200,481,accept,0.893,2025-02-06T00:29:00
task_90_req_3,user_16,task_90,session_90,triage,gpt-x.y,triage_v1,control,63,303,edit,0.893,2025-02-06T00:50:00
task_91_req_0,user_50,task_91,session_91,summarisation,gpt-x.y,triage_v1,control,171,210,edit,0.455,2025-01-22T00:14:00
task_91_req_1,user_31,task_91,session_91,summarisation,gpt-x.y,triage_v1,control,65,788,ignore,0.455,2025-01-22T00:24:00
task_91_req_2,user_50,task_91,session_91,summarisation,gpt-x.y,triage_v1,control,59,1375,edit,0.455,2025-01-22T00:42:00
task_91_req_3,user_12,task_91,session_91,drafting,gpt-x.y,triage_v1,explanation,176,560,accept,0.455,2025-01-22T01:09:00
task_92_req_0,user_1,task_92,session_92,drafting,gpt-x.y,triage_v1,explanation,122,1363,accept,0.882,2025-02-25T00:30:00
task_92_req_1,user_30,task_92,session_92,triage,gpt-x.y,triage_v1,explanation,78,474,escalate,0.882,2025-02-25T00:39:00
task_92_req_2,user_22,task_92,session_92,triage,gpt-x.y,triage_v1,control,53,1139,ignore,0.882,2025-02-25T01:02:00
task_93_req_0,user_49,task_93,session_93,drafting,gpt-x.y,triage_v1,control,181,559,escalate,0.712,2025-02-20T00:27:00
task_93_req_1,user_21,task_93,session_93,triage,gpt-x.y,triage_v1,control,172,1020,accept,0.712,2025-02-20T00:33:00
task_93_req_2,user_21,task_93,session_93,triage,gpt-x.y,triage_v1,control,164,213,ignore,0.712,2025-02-20T00:46:00
task_94_req_0,user_37,task_94,session_94,triage,gpt-x.y,triage_v1,control,65,735,ignore,0.720,2025-01-22T00:23:00
task_94_req_1,user_43,task_94,session_94,drafting,gpt-x.y,triage_v1,control,178,1153,ignore,0.720,2025-01-22T00:29:00
task_94_req_2,user_46,task_94,session_94,summarisation,gpt-x.y,triage_v1,explanation,106,440,ignore,0.720,2025-01-22T00:41:00
task_95_req_0,user_39,task_95,session_95,summarisation,gpt-x.y,triage_v1,explanation,105,1051,escalate,0.650,2025-01-31T00:25:00
task_95_req_1,user_49,task_95,session_95,drafting,gpt-x.y,triage_v1,control,185,1420,accept,0.650,2025-01-31T00:42:00
task_96_req_0,user_36,task_96,session_96,drafting,gpt-x.y,triage_v1,control,183,1372,edit,0.434,2025-01-05T00:06:00
task_97_req_0,user_32,task_97,session_97,triage,gpt-x.y,triage_v1,control,166,1245,escalate,0.794,2025-02-13T00:26:00
task_97_req_1,user_9,task_97,session_97,drafting,gpt-x.y,triage_v1,explanation,128,1135,accept,0.794,2025-02-13T00:44:00
task_98_req_0,user_48,task_98,session_98,drafting,gpt-x.y,triage_v1,control,138,1384,accept,0.849,2025-01-26T00:02:00
task_98_req_1,user_45,task_98,session_98,triage,gpt-x.y,triage_v1,control,170,1308,accept,0.849,2025-01-26T00:32:00
task_98_req_2,user_3,task_98,session_98,triage,gpt-x.y,triage_v1,explanation,157,1037,edit,0.849,2025-01-26T00:57:00
task_99_req_0,user_44,task_99,session_99,summarisation,gpt-x.y,triage_v1,control,150,912,accept,0.607,2025-01-29T00:06:00
task_99_req_1,user_34,task_99,session_99,triage,gpt-x.y,triage_v1,control,126,656,accept,0.607,2025-01-29T00:31:00
task_99_req_2,user_30,task_99,session_99,triage,gpt-x.y,triage_v1,explanation,113,1289,escalate,0.607,2025-01-29T00:58:00
task_99_req_3,user_30,task_99,session_99,summarisation,gpt-x.y,triage_v1,explanation,78,517,ignore,0.607,2025-01-29T01:05:00
task_100_req_0,user_5,task_100,session_100,summarisation,gpt-x.y,triage_v1,control,62,1416,accept,0.532,2025-01-27T00:15:00
task_101_req_0,user_35,task_101,session_101,drafting,gpt-x.y,triage_v1,control,109,315,edit,0.641,2025-01-03T00:17:00
task_101_req_1,user_47,task_101,session_101,drafting,gpt-x.y,triage_v1,explanation,86,1382,ignore,0.641,2025-01-03T00:25:00
task_101_req_2,user_43,task_101,session_101,triage,gpt-x.y,triage_v1,control,192,1046,ignore,0.641,2025-01-03T00:34:00
task_101_req_3,user_38,task_101,session_101,drafting,gpt-x.y,triage_v1,control,62,1482,escalate,0.641,2025-01-03T00:52:00
task_102_req_0,user_21,task_102,session_102,drafting,gpt-x.y,triage_v1,explanation,97,1036,edit,0.832,2025-02-12T00:10:00
task_102_req_1,user_49,task_102,session_102,summarisation,gpt-x.y,triage_v1,explanation,86,693,edit,0.832,2025-02-12T00:20:00
task_102_req_2,user_30,task_102,session_102,summarisation,gpt-x.y,triage_v1,control,185,1351,escalate,0.832,2025-02-12T00:34:00
task_102_req_3,user_9,task_102,session_102,drafting,gpt-x.y,triage_v1,explanation,70,697,ignore,0.832,2025-02-12T00:41:00
task_103_req_0,user_25,task_103,session_103,summarisation,gpt-x.y,triage_v1,control,193,349,edit,0.428,2025-01-06T00:26:00
task_103_req_1,user_14,task_103,session_103,triage,gpt-x.y,triage_v1,explanation,104,627,ignore,0.428,2025-01-06T00:36:00
task_104_req_0,user_45,task_104,session_104,drafting,gpt-x.y,triage_v1,control,122,1012,edit,0.903,2025-01-08T00:18:00
task_104_req_1,user_25,task_104,session_104,drafting,gpt-x.y,triage_v1,explanation,142,1292,ignore,0.903,2025-01-08T00:28:00
task_104_req_2,user_33,task_104,session_104,summarisation,gpt-x.y,triage_v1,explanation,170,1154,accept,0.903,2025-01-08T00:54:00
task_104_req_3,user_49,task_104,session_104,drafting,gpt-x.y,triage_v1,explanation,61,616,ignore,0.903,2025-01-08T01:05:00
task_105_req_0,user_36,task_105,session_105,drafting,gpt-x.y,triage_v1,explanation,108,804,edit,0.409,2025-02-17T00:07:00
task_105_req_1,user_25,task_105,session_105,drafting,gpt-x.y,triage_v1,control,175,1222,ignore,0.409,2025-02-17T00:16:00
task_106_req_0,user_47,task_106,session_106,triage,gpt-x.y,triage_v1,explanation,69,576,accept,0.493,2025-02-16T00:17:00
task_106_req_1,user_43,task_106,session_106,summarisation,gpt-x.y,triage_v1,control,109,213,escalate,0.493,2025-02-16T00:22:00
task_106_req_2,user_5,task_106,session_106,drafting,gpt-x.y,triage_v1,control,145,218,edit,0.493,2025-02-16T00:39:00
task_107_req_0,user_2,task_107,session_107,triage,gpt-x.y,triage_v1,control,185,1289,escalate,0.763,2025-02-10T00:01:00
task_107_req_1,user_47,task_107,session_107,summarisation,gpt-x.y,triage_v1,explanation,160,1297,ignore,0.763,2025-02-10T00:02:00
task_107_req_2,user_12,task_107,session_107,triage,gpt-x.y,triage_v1,control,184,397,edit,0.763,2025-02-10T00:10:00
task_107_req_3,user_17,task_107,session_107,drafting,gpt-x.y,triage_v1,explanation,153,747,escalate,0.763,2025-02-10T00:13:00
task_108_req_0,user_6,task_108,session_108,drafting,gpt-x.y,triage_v1,control,191,391,escalate,0.565,2025-01-16T00:13:00
task_108_req_1,user_31,task_108,session_108,drafting,gpt-x.y,triage_v1,control,161,219,edit,0.565,2025-01-16T00:16:00
task_109_req_0,user_3,task_109,session_109,triage,gpt-x.y,triage_v1,control,69,632,escalate,0.892,2025-02-06T00:09:00
task_110_req_0,user_21,task_110,session_110,summarisation,gpt-x.y,triage_v1,control,151,624,edit,0.499,2025-02-27T00:25:00
task_111_req_0,user_25,task_111,session_111,summarisation,gpt-x.y,triage_v1,explanation,70,986,edit,0.712,2025-01-11T00:26:00
task_111_req_1,user_33,task_111,session_111,triage,gpt-x.y,triage_v1,explanation,69,309,accept,0.712,2025-01-11T00:40:00
task_112_req_0,user_21,task_112,session_112,drafting,gpt-x.y,triage_v1,control,175,1498,ignore,0.933,2025-02-19T00:26:00
task_112_req_1,user_15,task_112,session_112,triage,gpt-x.y,triage_v1,explanation,199,1332,escalate,0.933,2025-02-19T00:40:00
task_112_req_2,user_43,task_112,session_112,triage,gpt-x.y,triage_v1,explanation,68,375,ignore,0.933,2025-02-19T01:06:00
task_112_req_3,user_6,task_112,session_112,summarisation,gpt-x.y,triage_v1,explanation,89,515,escalate,0.933,2025-02-19T01:29:00
task_113_req_0,user_1,task_113,session_113,drafting,gpt-x.y,triage_v1,explanation,76,1110,ignore,0.459,2025-01-21T00:25:00
task_113_req_1,user_9,task_113,session_113,summarisation,gpt-x.y,triage_v1,control,192,583,escalate,0.459,2025-01-21T00:40:00
task_113_req_2,user_33,task_113,session_113,drafting,gpt-x.y,triage_v1,explanation,191,411,accept,0.459,2025-01-21T00:43:00
task_114_req_0,user_1,task_114,session_114,triage,gpt-x.y,triage_v1,explanation,193,1047,escalate,0.875,2025-02-08T00:25:00
task_114_req_1,user_16,task_114,session_114,drafting,gpt-x.y,triage_v1,control,127,979,edit,0.875,2025-02-08T00:30:00
task_114_req_2,user_18,task_114,session_114,drafting,gpt-x.y,triage_v1,explanation,120,498,accept,0.875,2025-02-08T00:36:00
task_115_req_0,user_16,task_115,session_115,triage,gpt-x.y,triage_v1,explanation,84,1416,edit,0.599,2025-01-31T00:15:00
task_116_req_0,user_40,task_116,session_116,drafting,gpt-x.y,triage_v1,explanation,84,874,escalate,0.583,2025-03-02T00:11:00
task_116_req_1,user_20,task_116,session_116,drafting,gpt-x.y,triage_v1,explanation,95,1435,edit,0.583,2025-03-02T00:27:00
task_116_req_2,user_26,task_116,session_116,triage,gpt-x.y,triage_v1,explanation,133,796,escalate,0.583,2025-03-02T00:46:00
task_116_req_3,user_25,task_116,session_116,summarisation,gpt-x.y,triage_v1,explanation,101,1004,ignore,0.583,2025-03-02T00:50:00
task_117_req_0,user_30,task_117,session_117,summarisation,gpt-x.y,triage_v1,control,67,1097,ignore,0.924,2025-01-12T00:27:00
task_118_req_0,user_20,task_118,session_118,drafting,gpt-x.y,triage_v1,control,146,717,edit,0.477,2025-02-13T00:23:00
task_118_req_1,user_5,task_118,session_118,drafting,gpt-x.y,triage_v1,explanation,186,1424,escalate,0.477,2025-02-13T00:42:00
task_118_req_2,user_33,task_118,session_118,drafting,gpt-x.y,triage_v1,explanation,187,1313,accept,0.477,2025-02-13T01:08:00
task_118_req_3,user_39,task_118,session_118,summarisation,gpt-x.y,triage_v1,control,140,423,edit,0.477,2025-02-13T01:30:00
task_119_req_0,user_42,task_119,session_119,triage,gpt-x.y,triage_v1,explanation,75,879,escalate,0.710,2025-02-09T00:04:00
task_120_req_0,user_26,task_120,session_120,triage,gpt-x.y,triage_v1,explanation,173,1405,edit,0.645,2025-02-02T00:12:00
task_120_req_1,user_7,task_120,session_120,summarisation,gpt-x.y,triage_v1,explanation,86,1051,accept,0.645,2025-02-02T00:16:00
task_121_req_0,user_34,task_121,session_121,drafting,gpt-x.y,triage_v1,explanation,165,913,escalate,0.831,2025-01-22T00:04:00
task_121_req_1,user_21,task_121,session_121,summarisation,gpt-x.y,triage_v1,control,79,814,accept,0.831,2025-01-22T00:30:00
task_121_req_2,user_2,task_121,session_121,summarisation,gpt-x.y,triage_v1,explanation,112,423,edit,0.831,2025-01-22T01:00:00
task_121_req_3,user_34,task_121,session_121,summarisation,gpt-x.y,triage_v1,control,159,1330,edit,0.831,2025-01-22T01:11:00
task_122_req_0,user_12,task_122,session_122,summarisation,gpt-x.y,triage_v1,explanation,100,1010,accept,0.746,2025-02-21T00:24:00
task_122_req_1,user_29,task_122,session_122,triage,gpt-x.y,triage_v1,explanation,102,996,accept,0.746,2025-02-21T00:47:00
task_122_req_2,user_18,task_122,session_122,summarisation,gpt-x.y,triage_v1,control,97,1382,accept,0.746,2025-02-21T01:13:00
task_122_req_3,user_24,task_122,session_122,drafting,gpt-x.y,triage_v1,explanation,175,603,escalate,0.746,2025-02-21T01:17:00
task_123_req_0,user_38,task_123,session_123,drafting,gpt-x.y,triage_v1,control,94,912,ignore,0.736,2025-01-21T00:28:00
task_123_req_1,user_44,task_123,session_123,triage,gpt-x.y,triage_v1,explanation,130,1458,accept,0.736,2025-01-21T00:50:00
task_123_req_2,user_8,task_123,session_123,drafting,gpt-x.y,triage_v1,control,86,825,accept,0.736,2025-01-21T00:56:00
task_123_req_3,user_33,task_123,session_123,drafting,gpt-x.y,triage_v1,explanation,158,1056,edit,0.736,2025-01-21T01:15:00
task_124_req_0,user_32,task_124,session_124,drafting,gpt-x.y,triage_v1,explanation,63,487,edit,0.705,2025-02-10T00:11:00
task_124_req_1,user_23,task_124,session_124,drafting,gpt-x.y,triage_v1,control,193,1192,edit,0.705,2025-02-10T00:18:00
task_125_req_0,user_27,task_125,session_125,summarisation,gpt-x.y,triage_v1,explanation,57,1200,edit,0.777,2025-02-01T00:03:00
task_125_req_1,user_49,task_125,session_125,triage,gpt-x.y,triage_v1,control,187,798,accept,0.777,2025-02-01T00:12:00
task_125_req_2,user_19,task_125,session_125,summarisation,gpt-x.y,triage_v1,control,78,1136,escalate,0.777,2025-02-01T00:30:00
task_125_req_3,user_37,task_125,session_125,triage,gpt-x.y,triage_v1,control,162,748,ignore,0.777,2025-02-01T00:48:00
task_126_req_0,user_42,task_126,session_126,drafting,gpt-x.y,triage_v1,control,139,809,accept,0.805,2025-01-28T00:15:00
task_127_req_0,user_16,task_127,session_127,summarisation,gpt-x.y,triage_v1,control,159,1404,ignore,0.827,2025-01-29T00:28:00
task_128_req_0,user_4,task_128,session_128,summarisation,gpt-x.y,triage_v1,explanation,93,1290,ignore,0.847,2025-01-09T00:20:00
task_128_req_1,user_21,task_128,session_128,summarisation,gpt-x.y,triage_v1,explanation,74,792,ignore,0.847,2025-01-09T00:48:00
task_129_req_0,user_18,task_129,session_129,summarisation,gpt-x.y,triage_v1,control,132,471,edit,0.905,2025-02-20T00:05:00
task_129_req_1,user_16,task_129,session_129,summarisation,gpt-x.y,triage_v1,explanation,118,1202,edit,0.905,2025-02-20T00:24:00
task_129_req_2,user_41,task_129,session_129,summarisation,gpt-x.y,triage_v1,explanation,73,968,escalate,0.905,2025-02-20T00:27:00
task_129_req_3,user_26,task_129,session_129,drafting,gpt-x.y,triage_v1,explanation,198,955,escalate,0.905,2025-02-20T00:43:00
task_130_req_0,user_30,task_130,session_130,drafting,gpt-x.y,triage_v1,explanation,104,329,escalate,0.802,2025-02-24T00:07:00
task_131_req_0,user_37,task_131,session_131,drafting,gpt-x.y,triage_v1,control,62,1359,escalate,0.586,2025-01-21T00:26:00
task_131_req_1,user_3,task_131,session_131,triage,gpt-x.y,triage_v1,control,90,1482,escalate,0.586,2025-01-21T00:27:00
task_131_req_2,user_29,task_131,session_131,summarisation,gpt-x.y,triage_v1,explanation,83,201,escalate,0.586,2025-01-21T00:34:00
task_132_req_0,user_24,task_132,session_132,summarisation,gpt-x.y,triage_v1,explanation,92,368,ignore,0.451,2025-01-11T00:22:00
task_132_req_1,user_4,task_132,session_132,summarisation,gpt-x.y,triage_v1,explanation,109,1481,ignore,0.451,2025-01-11T00:46:00
task_132_req_2,user_28,task_132,session_132,drafting,gpt-x.y,triage_v1,control,69,394,accept,0.451,2025-01-11T00:53:00
task_133_req_0,user_45,task_133,session_133,triage,gpt-x.y,triage_v1,explanation,172,446,escalate,0.405,2025-01-15T00:23:00
task_133_req_1,user_5,task_133,session_133,triage,gpt-x.y,triage_v1,control,76,984,accept,0.405,2025-01-15T00:47:00
task_133_req_2,user_21,task_133,session_133,triage,gpt-x.y,triage_v1,explanation,86,812,edit,0.405,2025-01-15T01:00:00
task_133_req_3,user_5,task_133,session_133,drafting,gpt-x.y,triage_v1,control,104,1449,edit,0.405,2025-01-15T01:15:00
task_134_req_0,user_29,task_134,session_134,triage,gpt-x.y,triage_v1,control,200,377,accept,0.739,2025-01-10T00:05:00
task_134_req_1,user_47,task_134,session_134,triage,gpt-x.y,triage_v1,explanation,113,919,escalate,0.739,2025-01-10T00:16:00
task_134_req_2,user_18,task_134,session_134,summarisation,gpt-x.y,triage_v1,control,56,708,ignore,0.739,2025-01-10T00:41:00
task_134_req_3,user_43,task_134,session_134,drafting,gpt-x.y,triage_v1,explanation,125,620,edit,0.739,2025-01-10T01:05:00
task_135_req_0,user_8,task_135,session_135,triage,gpt-x.y,triage_v1,control,142,1223,accept,0.672,2025-02-20T00:17:00
task_135_req_1,user_21,task_135,session_135,summarisation,gpt-x.y,triage_v1,control,94,992,escalate,0.672,2025-02-20T00:29:00
task_136_req_0,user_5,task_136,session_136,triage,gpt-x.y,triage_v1,control,151,736,edit,0.409,2025-02-19T00:02:00
task_137_req_0,user_26,task_137,session_137,triage,gpt-x.y,triage_v1,control,129,1298,edit,0.633,2025-02-10T00:09:00
task_137_req_1,user_6,task_137,session_137,summarisation,gpt-x.y,triage_v1,control,66,518,ignore,0.633,2025-02-10T00:22:00
task_137_req_2,user_20,task_137,session_137,triage,gpt-x.y,triage_v1,explanation,161,688,accept,0.633,2025-02-10T00:30:00
task_137_req_3,user_8,task_137,session_137,summarisation,gpt-x.y,triage_v1,explanation,94,1453,accept,0.633,2025-02-10T00:40:00
task_138_req_0,user_11,task_138,session_138,drafting,gpt-x.y,triage_v1,explanation,82,910,ignore,0.786,2025-02-15T00:06:00
task_138_req_1,user_48,task_138,session_138,drafting,gpt-x.y,triage_v1,explanation,119,441,accept,0.786,2025-02-15T00:17:00
task_139_req_0,user_33,task_139,session_139,summarisation,gpt-x.y,triage_v1,explanation,92,313,escalate,0.673,2025-01-17T00:28:00
task_140_req_0,user_44,task_140,session_140,triage,gpt-x.y,triage_v1,control,112,667,accept,0.892,2025-01-17T00:02:00
task_141_req_0,user_12,task_141,session_141,drafting,gpt-x.y,triage_v1,control,113,1332,escalate,0.906,2025-01-24T00:08:00
task_141_req_1,user_27,task_141,session_141,drafting,gpt-x.y,triage_v1,explanation,80,755,accept,0.906,2025-01-24T00:27:00
task_141_req_2,user_33,task_141,session_141,summarisation,gpt-x.y,triage_v1,control,61,567,edit,0.906,2025-01-24T00:53:00
task_141_req_3,user_26,task_141,session_141,drafting,gpt-x.y,triage_v1,control,133,1152,ignore,0.906,2025-01-24T01:18:00
task_142_req_0,user_19,task_142,session_142,drafting,gpt-x.y,triage_v1,explanation,176,1475,edit,0.603,2025-01-30T00:15:00
task_143_req_0,user_27,task_143,session_143,summarisation,gpt-x.y,triage_v1,control,52,677,ignore,0.483,2025-01-13T00:21:00
task_143_req_1,user_22,task_143,session_143,triage,gpt-x.y,triage_v1,control,185,970,ignore,0.483,2025-01-13T00:25:00
task_144_req_0,user_10,task_144,session_144,triage,gpt-x.y,triage_v1,explanation,183,390,accept,0.935,2025-02-01T00:30:00
task_145_req_0,user_48,task_145,session_145,triage,gpt-x.y,triage_v1,control,150,1389,accept,0.652,2025-02-27T00:17:00
task_145_req_1,user_5,task_145,session_145,drafting,gpt-x.y,triage_v1,control,116,1090,edit,0.652,2025-02-27T00:25:00
task_145_req_2,user_21,task_145,session_145,drafting,gpt-x.y,triage_v1,explanation,109,868,ignore,0.652,2025-02-27T00:40:00
task_146_req_0,user_11,task_146,session_146,triage,gpt-x.y,triage_v1,explanation,187,1154,ignore,0.485,2025-01-09T00:14:00
task_147_req_0,user_17,task_147,session_147,summarisation,gpt-x.y,triage_v1,control,127,385,edit,0.570,2025-01-14T00:26:00
task_147_req_1,user_46,task_147,session_147,triage,gpt-x.y,triage_v1,control,113,640,ignore,0.570,2025-01-14T00:31:00
task_147_req_2,user_23,task_147,session_147,drafting,gpt-x.y,triage_v1,explanation,116,1251,accept,0.570,2025-01-14T00:53:00
task_147_req_3,user_12,task_147,session_147,summarisation,gpt-x.y,triage_v1,control,190,1028,escalate,0.570,2025-01-14T01:11:00
task_148_req_0,user_9,task_148,session_148,triage,gpt-x.y,triage_v1,control,83,224,accept,0.842,2025-01-30T00:27:00
task_149_req_0,user_17,task_149,session_149,summarisation,gpt-x.y,triage_v1,control,163,244,accept,0.720,2025-01-24T00:07:00
task_150_req_0,user_30,task_150,session_150,summarisation,gpt-x.y,triage_v1,control,151,544,escalate,0.467,2025-01-06T00:27:00
task_150_req_1,user_32,task_150,session_150,drafting,gpt-x.y,triage_v1,control,104,983,escalate,0.467,2025-01-06T00:33:00
task_150_req_2,user_12,task_150,session_150,triage,gpt-x.y,triage_v1,explanation,58,773,escalate,0.467,2025-01-06T01:02:00
task_151_req_0,user_32,task_151,session_151,triage,gpt-x.y,triage_v1,explanation,121,1327,escalate,0.756,2025-02-09T00:02:00
task_151_req_1,user_25,task_151,session_151,summarisation,gpt-x.y,triage_v1,control,113,1058,edit,0.756,2025-02-09T00:23:00
task_152_req_0,user_46,task_152,session_152,summarisation,gpt-x.y,triage_v1,explanation,178,1182,escalate,0.944,2025-02-20T00:12:00
task_153_req_0,user_39,task_153,session_153,drafting,gpt-x.y,triage_v1,control,185,260,ignore,0.414,2025-01-18T00:02:00
task_153_req_1,user_23,task_153,session_153,summarisation,gpt-x.y,triage_v1,control,111,526,accept,0.414,2025-01-18T00:10:00
task_154_req_0,user_15,task_154,session_154,triage,gpt-x.y,triage_v1,explanation,131,926,edit,0.820,2025-02-22T00:06:00
task_155_req_0,user_2,task_155,session_155,triage,gpt-x.y,triage_v1,explanation,176,1362,edit,0.903,2025-02-14T00:19:00
task_155_req_1,user_35,task_155,session_155,triage,gpt-x.y,triage_v1,explanation,64,559,escalate,0.903,2025-02-14T00:21:00
task_155_req_2,user_15,task_155,session_155,drafting,gpt-x.y,triage_v1,control,101,240,escalate,0.903,2025-02-14T00:22:00
task_156_req_0,user_21,task_156,session_156,summarisation,gpt-x.y,triage_v1,control,86,244,edit,0.905,2025-01-22T00:19:00
task_156_req_1,user_50,task_156,session_156,drafting,gpt-x.y,triage_v1,control,151,1277,ignore,0.905,2025-01-22T00:22:00
task_157_req_0,user_11,task_157,session_157,summarisation,gpt-x.y,triage_v1,explanation,193,1197,ignore,0.577,2025-01-22T00:06:00
task_157_req_1,user_45,task_157,session_157,drafting,gpt-x.y,triage_v1,explanation,125,657,edit,0.577,2025-01-22T00:19:00
task_157_req_2,user_9,task_157,session_157,summarisation,gpt-x.y,triage_v1,control,58,203,escalate,0.577,2025-01-22T00:47:00
task_158_req_0,user_7,task_158,session_158,triage,gpt-x.y,triage_v1,explanation,110,488,ignore,0.752,2025-01-21T00:24:00
task_158_req_1,user_23,task_158,session_158,summarisation,gpt-x.y,triage_v1,explanation,135,543,accept,0.752,2025-01-21T00:51:00
task_159_req_0,user_5,task_159,session_159,triage,gpt-x.y,triage_v1,explanation,62,725,accept,0.537,2025-01-17T00:24:00
task_159_req_1,user_25,task_159,session_159,drafting,gpt-x.y,triage_v1,explanation,176,1059,edit,0.537,2025-01-17T00:53:00
task_160_req_0,user_31,task_160,session_160,triage,gpt-x.y,triage_v1,control,125,533,escalate,0.456,2025-02-04T00:03:00
task_160_req_1,user_2,task_160,session_160,drafting,gpt-x.y,triage_v1,explanation,93,734,accept,0.456,2025-02-04T00:06:00
task_160_req_2,user_25,task_160,session_160,summarisation,gpt-x.y,triage_v1,control,173,353,accept,0.456,2025-02-04T00:17:00
task_160_req_3,user_46,task_160,session_160,drafting,gpt-x.y,triage_v1,control,90,1083,edit,0.456,2025-02-04T00:37:00
task_161_req_0,user_27,task_161,session_161,triage,gpt-x.y,triage_v1,explanation,62,776,ignore,0.936,2025-01-22T00:08:00
task_161_req_1,user_26,task_161,session_161,triage,gpt-x.y,triage_v1,explanation,159,514,accept,0.936,2025-01-22T00:20:00
task_162_req_0,user_2,task_162,session_162,drafting,gpt-x.y,triage_v1,control,79,549,ignore,0.510,2025-02-22T00:03:00
task_162_req_1,user_20,task_162,session_162,summarisation,gpt-x.y,triage_v1,explanation,117,1164,escalate,0.510,2025-02-22T00:32:00
task_162_req_2,user_6,task_162,session_162,drafting,gpt-x.y,triage_v1,explanation,144,578,ignore,0.510,2025-02-22T01:01:00
task_162_req_3,user_12,task_162,session_162,drafting,gpt-x.y,triage_v1,explanation,117,291,ignore,0.510,2025-02-22T01:16:00
task_163_req_0,user_45,task_163,session_163,summarisation,gpt-x.y,triage_v1,control,155,375,ignore,0.483,2025-02-06T00:26:00
task_164_req_0,user_34,task_164,session_164,triage,gpt-x.y,triage_v1,explanation,171,1296,escalate,0.862,2025-01-15T00:19:00
task_165_req_0,user_34,task_165,session_165,triage,gpt-x.y,triage_v1,control,104,446,escalate,0.676,2025-01-26T00:06:00
